frame_no,nose.x,nose.y,nose.prob,l.eye.x,l.eye.y,l.eye.prob,r.eye.x,r.eye.y,r.eye.prob,l.ear.x,l.ear.y,l.ear.prob,r.ear.x,r.ear.y,r.ear.prob,l.shoulder.x,l.shoulder.y,l.shoulder.prob,r.shoulder.x,r.shoulder.y,r.shoulder.prob,l.elbow.x,l.elbow.y,l.elbow.prob,r.elbow.x,r.elbow.y,r.elbow.prob,l.wrist.x,l.wrist.y,l.wrist.prob,r.wrist.x,r.wrist.y,r.wrist.prob,l.hip.x,l.hip.y,l.hip.prob,r.hip.x,r.hip.y,r.hip.prob,l.knee.x,l.knee.y,l.knee.prob,r.knee.x,r.knee.y,r.knee.prob,l.ankle.x,l.ankle.y,l.ankle.prob,r.ankle.x,r.ankle.y,r.ankle.prob
11,647.0142364501953,-8.279556334018707,0.00021119407028891146,613.9514923095703,-18.290829062461853,0.0002786357363220304,657.6520538330078,-15.122711062431335,0.00032164008007384837,640.1430511474609,-46.669020652770996,0.0010000000474974513,667.1240234375,-53.12949299812317,0.0010000000474974513,738.3112335205078,37.10281848907471,0.0010000000474974513,669.3067169189453,-25.23746967315674,0.0010000000474974513,666.0374450683594,166.6488218307495,0.0010000000474974513,563.4257507324219,36.57617211341858,0.0010000000474974513,614.5876693725586,176.2915563583374,0.0010000000474974513,472.47745513916016,36.20551586151123,0.0010000000474974513,578.2051086425781,176.79319381713867,0.7084046602249146,552.3337936401367,116.00698471069336,0.8924784660339355,377.4037170410156,189.93756294250488,0.746955931186676,388.66539001464844,108.99883031845093,1.1947880983352661,334.0119171142578,286.60675048828125,0.5665256977081299,244.44080352783203,149.436936378479,0.8200305700302124
12,601.6735076904297,-8.653042316436768,0.000731089967302978,614.6329879760742,-12.303434014320374,0.0005176094127818942,653.4364318847656,-11.087076365947723,0.0002931863709818572,642.3525238037109,-1.9625584781169891,0.0010000000474974513,665.4934692382812,-50.876426696777344,0.0010000000474974513,741.2381744384766,40.38526654243469,0.0010000000474974513,667.2584533691406,-16.949511766433716,0.0010000000474974513,662.8645324707031,165.3411626815796,0.0010000000474974513,573.970832824707,40.3158438205719,0.0010000000474974513,618.4888458251953,182.11578369140625,0.0010000000474974513,480.83656311035156,34.03718590736389,0.0010000000474974513,580.257568359375,173.33085536956787,0.6432431936264038,544.2289352416992,135.23684978485107,0.9707501530647278,385.8611297607422,196.6087818145752,0.7475516200065613,383.5392761230469,125.75082778930664,1.2073217630386353,340.0486373901367,287.06823348999023,0.5855892896652222,246.04820251464844,177.89859294891357,0.8349259495735168
13,601.0027694702148,-10.137913227081299,0.0007305849576368928,614.0970230102539,-13.1034055352211,0.00045978554408065975,654.1370391845703,-10.381610691547394,0.0003555753210093826,643.9180755615234,-39.36964988708496,0.0010000000474974513,665.1732635498047,-48.90193819999695,0.0010000000474974513,733.7056732177734,38.849862813949585,0.0010000000474974513,664.9819946289062,-19.6323823928833,0.0010000000474974513,662.5251770019531,162.5910472869873,0.0010000000474974513,575.1537704467773,37.4756920337677,0.0010000000474974513,620.2573013305664,180.09926319122314,0.0010000000474974513,482.78358459472656,32.77625799179077,0.0010000000474974513,579.4456100463867,174.5156764984131,0.66340172290802,545.1238632202148,134.33195114135742,0.9696781635284424,386.21105194091797,194.40154552459717,0.7604581117630005,381.2000274658203,126.97836399078369,1.1878840923309326,338.27857971191406,285.58939933776855,0.6092613339424133,252.5191307067871,182.41610527038574,0.8643552660942078
14,603.282356262207,-8.546709716320038,0.0009234942845068872,616.6516876220703,-12.85716712474823,0.0006099597667343915,655.6434631347656,-10.181249678134918,0.00038654456147924066,645.4442596435547,-2.369043231010437,0.0010000000474974513,664.3203735351562,-48.44750761985779,0.0010000000474974513,739.0660095214844,47.89348840713501,0.0010000000474974513,669.8500061035156,-14.85469937324524,0.0010000000474974513,662.4504089355469,166.9475555419922,0.0010000000474974513,573.3102798461914,44.894471168518066,0.0010000000474974513,621.7016220092773,186.85163497924805,0.0010000000474974513,477.03948974609375,38.03443193435669,0.0010000000474974513,569.9091720581055,182.26598739624023,0.7375075817108154,533.4547805786133,133.81261825561523,1.0023211240768433,390.4016876220703,198.38411808013916,0.7897370457649231,381.6299057006836,134.0742588043213,1.2110297679901123,338.42796325683594,289.9874496459961,0.7222917675971985,266.7361068725586,186.00462913513184,0.8346034288406372
15,648.9540100097656,-4.697600305080414,0.0009191323770210147,639.619255065918,-13.61166536808014,0.0007702652364969254,656.2037658691406,-15.029114484786987,0.0010000000474974513,652.4803924560547,-36.0398268699646,0.0010000000474974513,658.7600708007812,-41.02741599082947,0.0010000000474974513,741.2982177734375,37.18400716781616,0.0010000000474974513,655.8818817138672,-3.3269063383340836,0.0010000000474974513,660.205078125,158.03695678710938,0.0010000000474974513,584.0380859375,46.221216917037964,0.0010000000474974513,606.2995147705078,119.90051507949829,0.0010000000474974513,496.58519744873047,34.019343852996826,0.0010000000474974513,582.0160293579102,185.66632747650146,0.6543769240379333,553.5736465454102,121.99122905731201,0.9514391422271729,394.1988754272461,194.97214794158936,0.745453417301178,388.8813018798828,133.29700469970703,1.2754393815994263,337.98839569091797,286.8406391143799,0.5730201601982117,292.2127914428711,200.3620147705078,0.7551121115684509
16,647.9066467285156,-4.78760227560997,0.0009807279566302896,622.0077133178711,-15.982890129089355,0.0007803022162988782,657.6897430419922,-14.129170775413513,0.0010000000474974513,651.3006591796875,-37.02844262123108,0.0010000000474974513,659.7648620605469,-38.69880795478821,0.0010000000474974513,719.5635986328125,44.4514524936676,0.0010000000474974513,652.1917724609375,-16.17214322090149,0.0010000000474974513,656.0750579833984,161.56718730926514,0.0010000000474974513,567.9779815673828,39.08464193344116,0.0010000000474974513,552.3070526123047,126.34921073913574,0.0010000000474974513,467.21153259277344,47.89075255393982,0.0010000000474974513,586.9319152832031,173.190279006958,0.6468194723129272,554.5539474487305,112.0792007446289,0.8470001816749573,395.2754211425781,191.80907249450684,0.749332070350647,392.05501556396484,146.02978706359863,1.3020360469818115,322.8711700439453,264.9049186706543,0.5903081893920898,316.32177352905273,229.40136909484863,0.6691749691963196
17,644.2636871337891,-7.734472453594208,0.000540271692443639,608.9362335205078,-19.52431619167328,0.0007575037307105958,654.7441101074219,-15.467635989189148,0.000984836951829493,641.7948913574219,-44.22468423843384,0.0010000000474974513,657.5190734863281,-44.90568280220032,0.0010000000474974513,724.4493103027344,28.111022114753723,0.0010000000474974513,644.3721008300781,-8.417614102363586,0.0010000000474974513,565.0522613525391,48.013490438461304,0.0010000000474974513,571.8796539306641,57.4197793006897,0.0010000000474974513,463.3837127685547,66.0169243812561,0.0010000000474974513,476.4908981323242,63.7272047996521,0.0010000000474974513,579.0239715576172,171.60611629486084,0.7045650482177734,553.0759048461914,137.1595573425293,0.9136621356010437,382.46753692626953,195.4529571533203,0.7367242574691772,390.69786071777344,145.34357070922852,1.2959349155426025,315.3500175476074,264.953670501709,0.5454345941543579,314.90346908569336,237.97531127929688,0.6687796711921692
18,645.4779815673828,-9.926464855670929,0.00019208868616260588,614.2980575561523,-19.658854007720947,0.0002672508417163044,655.5471038818359,-17.26447284221649,0.000336221419274807,643.7552642822266,-42.36398220062256,0.0010000000474974513,658.3686828613281,-49.532368183135986,0.0010000000474974513,740.4884338378906,21.72563910484314,0.0010000000474974513,666.2587738037109,-26.314115524291992,0.0010000000474974513,665.5748748779297,160.65805435180664,0.0010000000474974513,569.0055084228516,51.14219069480896,0.0010000000474974513,623.9321517944336,176.93172454833984,0.0010000000474974513,471.70726776123047,59.870009422302246,0.0010000000474974513,598.2968139648438,176.71339988708496,0.6766018867492676,553.2255935668945,135.3852939605713,0.8998720049858093,390.732421875,194.16893005371094,0.6685780882835388,397.8042984008789,143.5087537765503,1.2717392444610596,328.985595703125,268.55286598205566,0.5964303016662598,321.4326858520508,236.06258869171143,0.78753262758255
19,639.4290161132812,-8.200025260448456,0.0004348735383246094,608.6306381225586,-18.849908709526062,0.0009606807725504041,652.4137115478516,-14.052346050739288,0.0010000000474974513,639.6908569335938,-42.77018666267395,0.0010000000474974513,662.406005859375,-46.56385660171509,0.0010000000474974513,718.4699249267578,21.265114545822144,0.0010000000474974513,628.824348449707,-23.027910590171814,0.0010000000474974513,645.1663970947266,126.78955078125,0.0010000000474974513,552.2355270385742,44.333438873291016,0.0010000000474974513,617.7061462402344,176.82931423187256,0.0010000000474974513,463.58020782470703,65.86855888366699,0.0010000000474974513,590.53466796875,168.20388793945312,0.80082768201828,542.4625778198242,120.33625602722168,1.048151969909668,401.84993743896484,196.11010551452637,0.7661986947059631,391.3301467895508,141.41746044158936,1.326444387435913,340.7916259765625,274.3129348754883,0.6161925792694092,333.2461166381836,252.10942268371582,0.9326950907707214
20,636.645393371582,-6.773766875267029,0.00023417889315169305,602.5042724609375,-16.862170100212097,0.0004987366846762598,653.1829833984375,-14.169192016124725,0.000725611753296107,633.58154296875,-42.62991786003113,0.0010000000474974513,661.8531036376953,-47.474205493927,0.0010000000474974513,705.8428955078125,9.042831659317017,0.0010000000474974513,620.762825012207,-26.00110173225403,0.0010000000474974513,667.9873657226562,128.3118724822998,0.0010000000474974513,543.9550018310547,31.30120038986206,0.0010000000474974513,614.0132522583008,158.29633712768555,0.0010000000474974513,461.61808013916016,71.33960723876953,0.0010000000474974513,585.2871322631836,157.1032476425171,0.8264492750167847,538.980598449707,111.0164737701416,1.0902196168899536,383.53343963623047,175.66097259521484,0.7582334280014038,382.7054977416992,127.89856910705566,1.2808328866958618,338.5040283203125,270.50814628601074,0.6843671798706055,329.90108489990234,242.8121280670166,0.9296524524688721
21,639.6956253051758,-7.777414619922638,0.0003057503781747073,618.8839340209961,-19.61869239807129,0.0005212948308326304,654.5693206787109,-16.05056941509247,0.0009572379058226943,627.4434280395508,-47.534698247909546,0.0010000000474974513,658.7924194335938,-48.82888197898865,0.0010000000474974513,696.6399383544922,10.011065304279327,0.0010000000474974513,606.2551116943359,-27.069470286369324,0.0010000000474974513,669.5638275146484,126.6917610168457,0.0010000000474974513,534.3041229248047,39.402562379837036,0.0010000000474974513,610.4403305053711,163.4274959564209,0.0010000000474974513,452.1467971801758,79.64985609054565,0.0010000000474974513,571.4818954467773,159.8208475112915,0.8440096378326416,524.1313934326172,113.14824342727661,1.0790513753890991,388.81343841552734,182.3214340209961,0.8125298023223877,380.1428985595703,132.99157619476318,1.2446422576904297,338.64044189453125,276.615571975708,0.7006567716598511,331.28353118896484,241.33566856384277,0.9235260486602783
22,638.4967803955078,-4.687622487545013,0.0003571214328985661,601.6580963134766,-15.914257764816284,0.000595209130551666,653.6021423339844,-10.876698195934296,0.0010000000474974513,632.2064208984375,-38.5910439491272,0.0010000000474974513,660.1885986328125,-40.30987501144409,0.0010000000474974513,706.0959625244141,13.334213197231293,0.0010000000474974513,610.0107192993164,-26.79274320602417,0.0010000000474974513,662.9026031494141,119.37216997146606,0.0010000000474974513,542.3868942260742,28.516976237297058,0.0010000000474974513,612.3201370239258,164.45244312286377,0.0010000000474974513,456.07093811035156,78.42548131942749,0.0010000000474974513,574.1918182373047,162.88064002990723,0.8388258814811707,529.4947052001953,110.03231763839722,1.098069429397583,388.5445022583008,179.43337440490723,0.8038807511329651,380.5497741699219,131.06544971466064,1.2818020582199097,340.3396987915039,276.4994716644287,0.7118405699729919,328.63208770751953,242.47987747192383,0.9201670289039612
23,573.4125137329102,2.503805458545685,0.0004849858523812145,597.0547103881836,-8.649855852127075,0.0006255836924538016,649.7474670410156,-10.76446920633316,0.00026946497382596135,627.8881454467773,-44.25294041633606,0.0010000000474974513,662.2732543945312,-48.17402243614197,0.0010000000474974513,709.2569732666016,2.7933847904205322,0.0010000000474974513,636.2380218505859,-39.82321500778198,0.0010000000474974513,611.4790344238281,71.16396188735962,0.0010000000474974513,547.8256225585938,28.921093940734863,0.0010000000474974513,468.8941955566406,30.334607362747192,0.0010000000474974513,465.03509521484375,25.495576858520508,0.0010000000474974513,582.8824234008789,157.82987594604492,0.741104245185852,538.485221862793,109.62320566177368,0.9788805842399597,379.0811538696289,178.89678955078125,0.7556176781654358,374.63512420654297,132.84812450408936,1.276661992073059,335.41473388671875,273.97865295410156,0.6513042449951172,325.5665969848633,239.78546619415283,0.9666014909744263
24,597.9928207397461,-8.224053382873535,0.0008266362128779292,610.0092315673828,-14.133130609989166,0.0009331771871075034,646.0133361816406,-15.028279423713684,0.0006021453882567585,638.1267547607422,-34.4694185256958,0.0010000000474974513,659.0506744384766,-43.163405656814575,0.0010000000474974513,724.5948791503906,19.07072424888611,0.0010000000474974513,667.2591400146484,-28.397274613380432,0.0010000000474974513,639.7109985351562,117.04308986663818,0.0010000000474974513,577.0599746704102,25.79418182373047,0.0010000000474974513,608.6087417602539,169.11004543304443,0.0010000000474974513,482.04845428466797,27.003028392791748,0.0010000000474974513,581.7430877685547,166.69346809387207,0.668502926826477,553.3935928344727,124.81860637664795,0.9729844331741333,385.9031295776367,178.31494331359863,0.7308798432350159,379.33631896972656,128.78239631652832,1.291913390159607,318.5362243652344,259.1146945953369,0.5394166111946106,327.02098846435547,231.06073379516602,0.7553986310958862
25,618.4819412231445,-9.782341718673706,0.0010000000474974513,628.4430313110352,-19.662750363349915,0.0010000000474974513,643.7517547607422,-18.258621096611023,0.0010000000474974513,640.3844451904297,-31.732921600341797,0.0010000000474974513,651.1103057861328,-35.635231733322144,0.0010000000474974513,717.0201873779297,42.008070945739746,0.0010000000474974513,662.886962890625,-14.639823138713837,0.0010000000474974513,669.2030334472656,160.7584047317505,0.0010000000474974513,578.1050109863281,30.270098447799683,0.0010000000474974513,610.896110534668,174.65362071990967,0.0010000000474974513,491.31690979003906,34.20793890953064,0.0010000000474974513,578.5390853881836,169.69250679016113,0.7190341353416443,547.6843643188477,126.09699726104736,0.977770984172821,387.11536407470703,186.23720169067383,0.7800818085670471,387.64217376708984,134.77967262268066,1.2560524940490723,337.49969482421875,275.9175968170166,0.674349308013916,329.02095794677734,211.09055042266846,0.7253109812736511
26,599.3571472167969,-6.525805592536926,0.0006734454655088484,609.5273208618164,-13.069368302822113,0.0007795157143846154,647.7567291259766,-18.200547695159912,0.00040956251905299723,633.4298324584961,-39.99908924102783,0.0010000000474974513,658.8518524169922,-47.398738861083984,0.0010000000474974513,724.6484375,32.1915864944458,0.0010000000474974513,670.8069610595703,-26.062148809432983,0.0010000000474974513,630.8482360839844,121.5972089767456,0.0010000000474974513,597.7154922485352,35.86624503135681,0.0010000000474974513,619.2588043212891,177.66427516937256,0.0010000000474974513,499.6128463745117,38.097074031829834,0.0010000000474974513,589.6989059448242,174.79923248291016,0.7180355787277222,553.7372589111328,125.56757926940918,0.9242109656333923,396.6360855102539,191.07659339904785,0.7905013561248779,392.1331024169922,140.62142372131348,1.2973300218582153,332.3138427734375,269.81371879577637,0.6803539395332336,331.9936752319336,237.67423152923584,0.8001521825790405
27,604.1169738769531,-6.481618881225586,0.0010000000474974513,616.6732406616211,-11.109336912631989,0.0009809426264837384,652.142333984375,-10.719702243804932,0.0005952544161118567,647.9911804199219,8.999752700328827,0.0010000000474974513,661.4195251464844,-40.250751972198486,0.0010000000474974513,734.3426513671875,51.656978130340576,0.0010000000474974513,672.6112365722656,7.153620421886444,0.0010000000474974513,661.8049621582031,162.56514072418213,0.0010000000474974513,597.1284103393555,43.94294500350952,0.0010000000474974513,623.4422302246094,177.18209266662598,0.0010000000474974513,503.1583023071289,38.417065143585205,0.0010000000474974513,592.9746246337891,180.08394241333008,0.6373199224472046,565.7170486450195,128.64831447601318,0.8943296074867249,396.14662170410156,192.17901706695557,0.6935899257659912,405.0935363769531,103.52916240692139,1.1135069131851196,350.3811264038086,289.16396141052246,0.572029709815979,260.4156684875488,152.97945499420166,0.5144320130348206
28,641.0716247558594,0.48934774473309517,0.0010000000474974513,639.3304061889648,-8.198111951351166,0.0007673550862818956,655.0643920898438,-8.718076944351196,0.0005093630752526224,653.9439392089844,11.565671861171722,0.0010000000474974513,661.1653137207031,-37.824718952178955,0.0010000000474974513,741.1749267578125,53.908571004867554,0.0010000000474974513,676.0247039794922,-1.7559709399938583,0.0010000000474974513,658.4126281738281,157.20704555511475,0.0010000000474974513,600.7096099853516,46.88565373420715,0.0010000000474974513,626.759033203125,181.81906700134277,0.0010000000474974513,504.08782958984375,43.08753490447998,0.0010000000474974513,587.0813369750977,191.47552013397217,0.8403341770172119,555.2618789672852,109.03037309646606,0.6362765431404114,402.53150939941406,199.9024486541748,1.03254234790802,396.0752487182617,110.76586961746216,0.6670961976051331,350.19046783447266,288.5534477233887,0.6790826916694641,254.7000503540039,140.5400276184082,0.2789390981197357
29,624.7203063964844,-0.6868776306509972,0.0007721022702753544,622.0138549804688,-12.106151282787323,0.0006044258479960263,654.671630859375,-7.6028671860694885,0.00044775029527954757,651.4484405517578,-29.900724291801453,0.0010000000474974513,663.3415222167969,-41.06465935707092,0.0010000000474974513,750.4156494140625,52.89367318153381,0.0010000000474974513,680.599365234375,8.709319531917572,0.0010000000474974513,618.2268142700195,83.54166269302368,0.0010000000474974513,596.5616226196289,52.24170684814453,0.0010000000474974513,493.99986267089844,64.36047077178955,0.0010000000474974513,501.93408966064453,49.760234355926514,0.0010000000474974513,600.6342315673828,185.93629360198975,0.669549822807312,567.2962188720703,129.0281581878662,0.9276580214500427,418.29978942871094,204.3714952468872,0.7719600796699524,413.29864501953125,116.94186687469482,1.1040374040603638,346.6830062866211,288.36462020874023,0.5602523684501648,264.2761421203613,163.2143497467041,0.38285380601882935
